year,rgn_id,species,common_name,category,postcards,magnets,tour_operators,pmt,wildlife_trusts
2018,6,Mola mola,Ocean Sunfish,VU,0,0,0,0,1
2015,6,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2016,6,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2017,6,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2018,6,Sardina pilchardus,European Pilchard,LC,0,0,0,0,0
2011,6,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2012,6,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2013,6,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2014,6,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2015,6,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2016,6,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2017,6,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2018,6,Scomber scombrus,Atlantic Mackerel,LC,1,0,1,2,1
2000,6,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2001,6,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2002,6,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2003,6,Alca torda,Razorbill,LR/lc,0,0,0,0,1
2004,6,Alca torda,Razorbill,LC,0,0,0,0,1
2005,6,Alca torda,Razorbill,LC,0,0,0,0,1
2006,6,Alca torda,Razorbill,LC,0,0,0,0,1
2007,6,Alca torda,Razorbill,LC,0,0,0,0,1
2008,6,Alca torda,Razorbill,LC,0,0,0,0,1
2009,6,Alca torda,Razorbill,LC,0,0,0,0,1
2010,6,Alca torda,Razorbill,LC,0,0,0,0,1
2011,6,Alca torda,Razorbill,LC,0,0,0,0,1
2012,6,Alca torda,Razorbill,LC,0,0,0,0,1
2013,6,Alca torda,Razorbill,LC,0,0,0,0,1
2014,6,Alca torda,Razorbill,LC,0,0,0,0,1
2015,6,Alca torda,Razorbill,NT,0,0,0,0,1
2016,6,Alca torda,Razorbill,NT,0,0,0,0,1
2017,6,Alca torda,Razorbill,NT,0,0,0,0,1
2018,6,Alca torda,Razorbill,NT,0,0,0,0,1
2000,6,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2001,6,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2002,6,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2003,6,Catharacta skua,Great Skua,LR/lc,0,0,1,1,1
2004,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2005,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2006,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2007,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2008,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2009,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2010,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2011,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2012,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2013,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2014,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2015,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2016,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2017,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2018,6,Catharacta skua,Great Skua,LC,0,0,1,1,1
2000,6,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2001,6,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2002,6,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2003,6,Fratercula arctica,Atlantic Puffin,LR/lc,1,0,1,2,1
2004,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2005,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2006,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2007,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2008,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2009,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2010,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2011,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2012,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2013,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2014,6,Fratercula arctica,Atlantic Puffin,LC,1,0,1,2,1
2015,6,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2016,6,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2017,6,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2018,6,Fratercula arctica,Atlantic Puffin,VU,1,0,1,2,1
2000,6,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2001,6,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2002,6,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2003,6,Fulmarus glacialis,Northern Fulmar,LR/lc,0,0,0,0,1
2004,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2005,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2006,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2007,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2008,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2009,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2010,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2011,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2012,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2013,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2014,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2015,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2016,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2017,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2018,6,Fulmarus glacialis,Northern Fulmar,LC,0,0,0,0,1
2000,6,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2001,6,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2002,6,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2003,6,Gulosus aristotelis,European Shag,LR/lc,0,0,0,0,1
2004,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2005,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2006,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2007,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2008,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2009,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2010,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2011,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2012,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2013,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2014,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2015,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2016,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2017,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2018,6,Gulosus aristotelis,European Shag,LC,0,0,0,0,1
2000,6,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2001,6,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2002,6,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2003,6,Hydrobates pelagicus,European Storm-petrel,LR/lc,0,0,1,1,1
2004,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2005,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2006,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2007,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2008,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2009,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2010,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2011,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2012,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2013,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2014,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2015,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2016,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2017,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2018,6,Hydrobates pelagicus,European Storm-petrel,LC,0,0,1,1,1
2014,6,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2015,6,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2016,6,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2017,6,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2018,6,Larus argentatus,European Herring Gull,LC,1,1,1,3,1
2000,6,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2001,6,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2002,6,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2003,6,Larus marinus,Great Black-backed Gull,LR/lc,1,0,1,2,1
2004,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2005,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2006,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2007,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2008,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2009,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2010,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2011,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2012,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2013,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2014,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2015,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2016,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2017,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2018,6,Larus marinus,Great Black-backed Gull,LC,1,0,1,2,1
2000,6,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2001,6,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2002,6,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2003,6,Larus ridibundus,Black-headed Gull,LR/lc,0,0,1,1,1
2004,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2005,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2006,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2007,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2008,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2009,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2010,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2011,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2012,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2013,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2014,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2015,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2016,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2017,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2018,6,Larus ridibundus,Black-headed Gull,LC,0,0,1,1,1
2000,6,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2001,6,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2002,6,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2003,6,Morus bassanus,Northern Gannet,LR/lc,0,0,1,1,1
2004,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2005,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2006,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2007,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2008,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2009,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2010,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2011,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2012,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2013,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2014,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2015,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2016,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2017,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2018,6,Morus bassanus,Northern Gannet,LC,0,0,1,1,1
2000,6,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2001,6,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2002,6,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2003,6,Phalacrocorax carbo,Great Cormorant,LR/lc,0,0,1,1,1
2004,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2005,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2006,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2007,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2008,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2009,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2010,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2011,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2012,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2013,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2014,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2015,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2016,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2017,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2018,6,Phalacrocorax carbo,Great Cormorant,LC,0,0,1,1,1
2000,6,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2001,6,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2002,6,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2003,6,Puffinus puffinus,Manx Shearwater,LR/lc,0,0,1,1,1
2004,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2005,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2006,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2007,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2008,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2009,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2010,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2011,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2012,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2013,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2014,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2015,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2016,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2017,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2018,6,Puffinus puffinus,Manx Shearwater,LC,0,0,1,1,1
2000,6,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2001,6,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2002,6,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2003,6,Rissa tridactyla,Black-legged Kittiwake,LR/lc,0,0,0,0,1
2004,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2005,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2006,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2007,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2008,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2009,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2010,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2011,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2012,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2013,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2014,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2015,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2016,6,Rissa tridactyla,Black-legged Kittiwake,LC,0,0,0,0,1
2017,6,Rissa tridactyla,Black-legged Kittiwake,VU,0,0,0,0,1
2018,6,Rissa tridactyla,Black-legged Kittiwake,VU,0,0,0,0,1
2000,6,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2001,6,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2002,6,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2003,6,Sterna dougallii,Roseate Tern,LR/lc,0,0,0,0,1
2004,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2005,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2006,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2007,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2008,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2009,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2010,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2011,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2012,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2013,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2014,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2015,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2016,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2017,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2018,6,Sterna dougallii,Roseate Tern,LC,0,0,0,0,1
2000,6,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2001,6,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2002,6,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2003,6,Sterna hirundo,Common Tern,LR/lc,0,0,0,0,1
2004,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2005,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2006,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2007,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2008,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2009,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2010,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2011,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2012,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2013,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2014,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2015,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2016,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2017,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2018,6,Sterna hirundo,Common Tern,LC,0,0,0,0,1
2000,6,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2001,6,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2002,6,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2003,6,Thalasseus sandvicensis,Sandwich Tern,LR/lc,0,0,0,0,1
2004,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2005,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2006,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2007,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2008,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2009,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2010,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2011,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2012,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2013,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2014,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2015,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2016,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2017,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2018,6,Thalasseus sandvicensis,Sandwich Tern,LC,0,0,0,0,1
2000,6,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2001,6,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2002,6,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2003,6,Uria aalge,Common Murre,LR/lc,0,0,1,1,1
2004,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2005,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2006,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2007,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2008,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2009,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2010,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2011,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2012,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2013,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2014,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2015,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2016,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2017,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2018,6,Uria aalge,Common Murre,LC,0,0,1,1,1
2000,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2001,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2002,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2003,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2004,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2005,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2006,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2007,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2008,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2009,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2010,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2011,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2012,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2013,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2014,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2015,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2016,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2017,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2018,6,Cetorhinus maximus,Basking Shark,VU,0,1,1,2,1
2000,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2001,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2002,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2003,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2004,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2005,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2006,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2007,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2008,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2009,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2010,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2011,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2012,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2013,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2014,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2015,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2016,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2017,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2018,6,Galeorhinus galeus,Tope,VU,0,0,0,0,1
2000,6,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2001,6,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2002,6,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2003,6,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2004,6,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2005,6,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2006,6,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2007,6,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2008,6,Prionace glauca,Blue Shark,LR/nt,0,0,0,0,1
2009,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2010,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2011,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2012,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2013,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2014,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2015,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2016,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2017,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2018,6,Prionace glauca,Blue Shark,NT,0,0,0,0,1
2000,6,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2001,6,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2002,6,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2003,6,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2004,6,Raja clavata,Thornback Skate,LR/nt,0,0,0,0,1
2005,6,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2006,6,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2007,6,Raja clavata,Thornback Skate,NT,0,0,0,0,1
2008,6,Raja clavata,Thornback Skate,NT,0,0,0,0,1
